posting_id,title,company,location,description,posted_date,salary_range,source
JOB00324,BI Analyst,Ramsey Whitney and Coffey Technologies,noida ,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong SQL fundamentals encouraged to apply.",May 2026,"INR 3,00,000 - 5,00,000",NaukriSim
JOB00472,Reporting Analyst,Combs Ltd Digital,Bengaluru,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Statistics fundamentals encouraged to apply.",17/02/2026,"INR 4,00,000 - 5,00,000",NaukriSim
JOB00552,Marketing Data Analyst,Fowler Jimenez and Burton Analytics,Chennai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: AWS.","16 September, 2025","INR 3,00,000 - 6,00,000",InternshalaSim
JOB00010,Data Analyst,Abbott-Munoz Analytics,Mumbai,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong PowerPoint fundamentals encouraged to apply.",2025-09-19,"INR 7,00,000 - 9,00,000",NaukriSim
JOB00405,BI Analyst,Graham Group Softwares,Remote,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: Looker.",Jan 2026,,IndeedSim
JOB00110,Data Analyst (Fresher),Johnson-Doyle Analytics,delhi ncr,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Azure, Machine Learning.",28/06/2026,₹7L - ₹8L PA,LinkedInSim
JOB00228,Product Analyst,Duran Obrien and Gibbs Technologies,Gurgaon,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong SQL fundamentals encouraged to apply.","07 October, 2025",Rs 6L to 9L per annum,InternshalaSim
JOB00750,Data Analyst (Fresher),Allen Davenport and Price Systems,"hyderabad, TG","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: ETL, Google Sheets.",13-Jan-2026,Rs 4L to 6L per annum,InternshalaSim
JOB00617,Junior Data Analyst,Perez Hall and Garcia Softwares,noida ,"Junior Data Analyst needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for R, Data Warehousing exposure.",2025-08-19,Rs 3L to 6L per annum,IndeedSim
JOB00680,Associate Data Analyst,Powers Brennan and Sanchez Consulting,Chennai,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong R, Advanced Excel fundamentals encouraged to apply.",Oct 2025,"INR 6,00,000 - 7,00,000",NaukriSim
JOB00533,Data Analyst (Fresher),Johnson-Spencer Technologies,bangalore,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Azure, SQL fundamentals encouraged to apply.",Oct 2025,Rs 8L to 9L per annum,InternshalaSim
JOB00130,Operations Analyst,Cortez LLC Solutions,"hyderabad, TG","We are looking for a Operations Analyst to join our analytics team. Must have hands-on experience with Excel, Communication Skills, VBA, PowerPoint. Prior internship experience preferred.",12/03/2026,Rs 7L to 10L per annum,NaukriSim
JOB00696,Analytics Associate,Rivera Inc Digital,Bengaluru,"The ideal candidate is proficient in Stakeholder Management, Excel, Power BI, SQL and can translate business questions into data-driven answers. Experience with Git is a plus.",15/04/2026,"INR 8,00,000 - 10,00,000",InternshalaSim
JOB00374,Data Analyst (Fresher),Watson Anderson and Brown Solutions,New Delhi,"We are looking for a Data Analyst (Fresher) to join our analytics team. Must have hands-on experience with Excel, Communication Skills, VBA, PowerPoint. Prior internship experience preferred.","26 February, 2026",6-8 LPA,NaukriSim
JOB00328,Product Analyst,Rodriguez-Hall Softwares,Bengaluru,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong NumPy, MySQL fundamentals encouraged to apply.",2025-08-21,,InternshalaSim
JOB00434,Product Analyst,Miller Lucas and Williams Analytics,Delhi,"The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with A/B Testing is a plus.",15-May-2026,,NaukriSim
JOB00398,BI Analyst,Estrada Williams and Foster Consulting,noida ,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Airflow, VBA fundamentals encouraged to apply.",Jun 2026,6-9 LPA,LinkedInSim
JOB00195,Data Analyst,Hernandez Thompson and Boyd Systems,Remote,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with Airflow, Pandas, Google Sheets is a plus.",12-Apr-2026,,LinkedInSim
JOB00549,Marketing Data Analyst,Morgan Bradshaw and Williams Systems,"hyderabad, TG","Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Power BI, PowerPoint, Snowflake exposure.",07-Dec-2025,₹8L - ₹10L PA,LinkedInSim
JOB00605,Associate Data Analyst,Evans David and Hendrix Softwares,"Bengaluru, Karnataka","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: Stakeholder Management, Excel, Communication Skills.",Feb 2026,6-7 LPA,IndeedSim
JOB00064,Junior Data Analyst,West Henderson and Ramirez Digital,Remote - India,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Azure, Advanced Excel, VBA fundamentals encouraged to apply.",Dec 2025,,InternshalaSim
JOB00319,Data Analyst - Entry Level,Buchanan LLC Softwares,Gurugram,"We are looking for a Data Analyst - Entry Level to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.","26 May, 2026",₹4L - ₹5L PA,NaukriSim
JOB00002,Data Analyst,Doyle Ltd Technologies,Bengaluru,"Data Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Azure exposure.","08 July, 2026",,InternshalaSim
JOB00591,Data Analyst - Entry Level,Williams Castillo and Warren Technologies,Delhi,"Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong AWS, GCP fundamentals encouraged to apply.",2025-12-17,,IndeedSim
JOB00390,Product Analyst,Moore-Collins Consulting,"hyderabad, TG","Product Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for AWS exposure.",Feb 2026,,LinkedInSim
JOB00321,Operations Analyst,Coffey-Phillips Analytics,"Bengaluru, Karnataka","The ideal candidate is proficient in Stakeholder Management, Excel, Power BI, SQL and can translate business questions into data-driven answers. Experience with SQL is a plus.",16/08/2025,"INR 6,00,000 - 9,00,000",NaukriSim
JOB00131,Reporting Analyst,Parker Ortiz and Powell Labs,delhi ncr,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Advanced Excel fundamentals encouraged to apply.","28 August, 2025",₹3L - ₹5L PA,LinkedInSim
JOB00377,Data Analyst (Fresher),Schmitt PLC Softwares,mumbai ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: AWS, GCP, R.",29-Sep-2025,6-9 LPA,NaukriSim
JOB00587,Data Analyst - Entry Level,Whitney PLC Consulting,Bengaluru,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Azure, PowerPoint.","12 December, 2025","INR 6,00,000 - 8,00,000",InternshalaSim
JOB00357,BI Analyst,Hayes and Sons Consulting,Mumbai,"BI Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Pandas, Advanced Excel, MySQL exposure.",16/06/2026,"INR 6,00,000 - 8,00,000",InternshalaSim
JOB00193,Data Analyst - Entry Level,Short-Garcia Analytics,"hyderabad, TG","Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong dbt, Excel fundamentals encouraged to apply.","21 March, 2026",Rs 5L to 7L per annum,IndeedSim
JOB00607,Data Analyst - Entry Level,Stewart-Bailey Consulting,remote,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Looker, PostgreSQL fundamentals encouraged to apply.",14-May-2026,6-9 LPA,InternshalaSim
JOB00378,Operations Analyst,Bell-Lane Labs,Hyderabad,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with MySQL is a plus.",Nov 2025,₹7L - ₹10L PA,InternshalaSim
JOB00349,Marketing Data Analyst,Schroeder-Kramer Analytics,"Mumbai, MH","Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Stakeholder Management, Excel, VBA fundamentals encouraged to apply.",29/05/2026,Rs 8L to 11L per annum,NaukriSim
JOB00092,Data Analyst,Smith Montoya and Evans Consulting,Remote - India,"Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong Communication Skills, Data Warehousing fundamentals encouraged to apply.",28-Jul-2025,₹3L - ₹4L PA,NaukriSim
JOB00115,Business Analyst,Torres-Pope Analytics,Chennai,"Business Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Azure exposure.",13-Apr-2026,8-9 LPA,NaukriSim
JOB00090,Analytics Associate,Moore-Bass Systems,mumbai ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: PowerPoint.",May 2026,Rs 4L to 5L per annum,IndeedSim
JOB00298,Data Analyst - Entry Level,Schmidt PLC Labs,bangalore,"We are looking for a Data Analyst - Entry Level to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",18/01/2026,,InternshalaSim
JOB00119,Associate Data Analyst,May-Ross Labs,Gurugram,"We are looking for a Associate Data Analyst to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",2025-12-03,₹5L - ₹8L PA,LinkedInSim
JOB00266,Data Analyst - Entry Level,Gay Inc Softwares,Mumbai,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong MySQL fundamentals encouraged to apply.",26/06/2026,Rs 6L to 9L per annum,InternshalaSim
JOB00229,Operations Analyst,Rowe Group Softwares,"hyderabad, TG","We are looking for a Operations Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",31-Mar-2026,,LinkedInSim
JOB00239,Marketing Data Analyst,Guerrero Peck and Coleman Systems,mumbai ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: Data Warehousing.",2026-03-15,₹8L - ₹9L PA,InternshalaSim
JOB00448,Data Analyst - Entry Level,Bean LLC Analytics,Mumbai,"Data Analyst - Entry Level needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for VBA exposure.",09-Sep-2025,7-8 LPA,LinkedInSim
JOB00576,Data Analyst (Fresher),Cole Pierce and Bryan Consulting,Mumbai,"We are looking for a Data Analyst (Fresher) to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.","17 August, 2025","INR 6,00,000 - 7,00,000",InternshalaSim
JOB00658,Operations Analyst,Chavez PLC Softwares,Bangalore,"We are looking for a Operations Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",Dec 2025,"INR 7,00,000 - 9,00,000",InternshalaSim
JOB00670,Marketing Data Analyst,Anderson Dalton and Wilson Digital,Gurgaon,"Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Machine Learning exposure.",2026-02-27,,NaukriSim
JOB00391,Data Analyst,Frank-Bradley Digital,"hyderabad, TG","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: Azure.",01/01/2026,Rs 3L to 6L per annum,IndeedSim
JOB00743,Marketing Data Analyst,Lewis Ltd Digital,Pune,,17/12/2025,"INR 5,00,000 - 8,00,000",InternshalaSim
JOB00468,Analytics Associate,Wilkerson-Arias Consulting,Bangalore,"Analytics Associate needed for a fast-paced fintech startup. Core stack: Stakeholder Management, Excel, Power BI, SQL. Bonus points for Airflow, A/B Testing, NumPy exposure.",2025-09-09,"INR 4,00,000 - 6,00,000",InternshalaSim
JOB00528,BI Analyst,Contreras-Mckinney Labs,"Bengaluru, Karnataka","Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong Stakeholder Management, Excel, Google Sheets fundamentals encouraged to apply.",2026-03-31,Rs 6L to 7L per annum,InternshalaSim
JOB00735,Reporting Analyst,Branch and Sons Solutions,"Mumbai, MH","The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with Tableau is a plus.",16-Feb-2026,"INR 8,00,000 - 9,00,000",InternshalaSim
JOB00387,Reporting Analyst,Morales Thomas and Schultz Analytics,Pune,"Reporting Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Communication Skills, PostgreSQL, NumPy exposure.",Apr 2026,"INR 4,00,000 - 7,00,000",LinkedInSim
JOB00352,Operations Analyst,Guerrero Inc Analytics,Gurgaon,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: Pandas.",2025-09-14,,InternshalaSim
JOB00660,Data Analyst (Fresher),Chambers-Parker Labs,Pune,"Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong SQL, Git, Snowflake fundamentals encouraged to apply.",2026-03-01,"INR 8,00,000 - 9,00,000",NaukriSim
JOB00067,Reporting Analyst,Williams PLC Systems,Hyderabad,"Reporting Analyst needed for a fast-paced fintech startup. Core stack: Stakeholder Management, Excel, Power BI, SQL. Bonus points for R, Advanced Excel, PowerPoint exposure.",17/08/2025,7-8 LPA,IndeedSim
